categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;29/03/2021;01:47:18;10;VELEZ SARSFIELD;HUNGRIA;1063;-34.6293752854135;-58.5031856884003;App BA 147;Femenino;Cerrado;29/03/2021;17:10:45
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;11:48:49;7;FLORES;GAVILAN;651;-34.6218294153652;-58.4629329839625;GCS Web;Femenino;Cerrado;29/03/2021;15:00:50
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;18:01:53;13;BELGRANO;ARCOS;2084;-34.5606164477718;-58.4536933681358;GCS Web;Femenino;Cerrado;23/04/2021;11:01:51
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;22:15:36;5;ALMAGRO;GUARDIA VIEJA;3452;-34.6023433623721;-58.4136004910026;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;18:35:40;9;MATADEROS;SAN PEDRO;4936;-34.6531433417813;-58.4853050601447;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;22:50:12;5;ALMAGRO;GUARDIA VIEJA;3470;-34.6023035700445;-58.4137440181875;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;19:47:14;4;BARRACAS;CALIFORNIA;1354;-34.6458499794993;-58.369146207416;GCS Web;Masculino;Cerrado;30/03/2021;09:40:38
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;29/03/2021;22:12:16;5;ALMAGRO;GUARDIA VIEJA;3452;-34.6023433623721;-58.4136004910026;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;29/03/2021;17:09:29;10;VELEZ SARSFIELD;HUNGRIA;1063;-34.6293752854135;-58.5031856884003;Operador GCBA;Femenino;Cerrado;09/04/2021;10:47:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;16:08:58;2;RECOLETA;CALLAO AV.;1350;-34.593059053357;-58.3930359633973;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;30/03/2021;20:29:07;10;MONTE CASTRO;GUALEGUAYCHU;2257;-34.6141948655259;-58.5022966935196;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;21:26:47;13;BELGRANO;BALBIN, RICARDO, DR. AV.;2515;-34.5620449611852;-58.4666022593578;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;11:28:46;10;FLORESTA;ENSENADA;365;-34.6371788222579;-58.4770910374188;GCS Web;Femenino;Cerrado;06/04/2021;10:05:43
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES;DENUNCIA;30/03/2021;06:36:55;9;MATADEROS;PIZARRO;6397;-34.6511010090368;-58.5101023084569;App BA 147;Femenino;Cerrado;06/04/2021;09:11:45
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;11:31:24;1;CONSTITUCION;SAN JOSE;1774;-34.6294983018804;-58.3855702034647;App BA 147;Femenino;Cerrado;16/04/2021;09:45:53
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;22:39:42;15;VILLA CRESPO;THAMES;741;-34.593754550442;-58.4403610639072;GCS Web;Femenino;Cerrado;23/04/2021;10:48:45
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;12:52:23;6;CABALLITO;SAN MARTIN AV.;1732;-34.6059310722507;-58.4532813597848;Operador GCBA;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;12:06:56;10;VILLA LURO;DUPUY;100;-34.6379798057178;-58.5089747012516;App BA 147;Masculino;Cerrado;30/03/2021;12:39:05
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;12:32:29;6;CABALLITO;SAN MARTIN AV.;1732;-34.6059310722507;-58.4532813597848;Operador GCBA;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;13:18:07;6;CABALLITO;FRANKLIN;625;-34.607688259735;-58.4405891216323;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;11:45:33;14;PALERMO;SCALABRINI ORTIZ, RAUL AV.;1147;-34.5940250239712;-58.4294726491735;Operador GCBA;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;20:08:42;5;ALMAGRO;SALGUERO, JERONIMO;799;-34.6009893273698;-58.4191508367913;GCS Web;Femenino;Cerrado;31/03/2021;11:38:44
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;11:37:03;2;RECOLETA;BILLINGHURST;1380;-34.5940002090941;-58.4130525258038;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;09:25:01;13;COLEGIALES;ELCANO AV.;2956;-34.5703430613439;-58.4579179695263;GCS Web;Masculino;Cerrado;30/03/2021;09:51:57
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;16:29:21;3;SAN CRISTOBAL;COMBATE DE LOS POZOS;1477;-34.6259350538781;-58.392474024213;GCS Web;Femenino;Cerrado;31/03/2021;10:55:52
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;22:37:33;5;ALMAGRO;BOCAYUVA, QUINTINO;550;-34.6184288430141;-58.4224647248646;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;22:09:27;9;PARQUE AVELLANEDA;MONTE;4230;-34.6498212673588;-58.4751504565362;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;01:35:12;15;VILLA CRESPO;CORRIENTES AV.;5974;-34.5936653540432;-58.4456188467048;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;31/03/2021;07:17:42;10;MONTE CASTRO;PAZ, MARCOS;2146;-34.6192561598247;-58.5032685075284;GCS Web;Femenino;Cerrado;31/03/2021;10:32:32
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;19:00:42;5;BOEDO;LAS CASAS;4199;-34.6361644189785;-58.4244144418617;App BA 147;Femenino;Cerrado;05/04/2021;11:11:06
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;31/03/2021;01:21:56;10;MONTE CASTRO;GUALEGUAYCHU;2257;-34.6141948655259;-58.5022966935196;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;10:19:54;11;VILLA DEVOTO;SANABRIA;3144;-34.6079431738275;-58.5092276022826;GCS Web;Femenino;Cerrado;05/04/2021;09:38:10
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;12:24:32;7;FLORES;RIVADAVIA AV.;7236;-34.6302339202228;-58.4673244744179;GCS Web;Masculino;Cerrado;06/04/2021;09:49:09
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;07:58:58;14;PALERMO;CIUDAD DE LA PAZ;306;-34.5744013692976;-58.4415870447227;App BA 147;Femenino;Cerrado;31/03/2021;10:21:14
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;17:55:58;15;AGRONOMIA;CUENCA;3838;-34.5949372299864;-58.5005604872628;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;20:58:51;7;FLORES;LAUTARO;64;-34.6279840225566;-58.4573466734473;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;23:27:14;1;MONSERRAT;PERU;544;-34.6143597982973;-58.3745648212754;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;12:16:12;4;PARQUE PATRICIOS;CASEROS AV.;3159;-34.637476617167;-58.4081395916469;GCS Web;Masculino;Cerrado;01/04/2021;15:04:36
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;01/04/2021;17:04:09;9;PARQUE AVELLANEDA;DIRECTORIO AV.;4627;-34.64780851;-58.48757206;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;01/04/2021;09:51:04;11;VILLA DEVOTO;BAZURCO;3387;-34.58463564;-58.51357909;App BA 147;Masculino;Cerrado;08-04-2021;08:29:52
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;01/04/2021;07:50:41;15;VILLA ORTUZAR;14 DE JULIO;514;-34.58754809;-58.46382634;App BA 147;Masculino;Cerrado;05-04-2021;10:44:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;01/04/2021;13:59:50;15;AGRONOMIA;ESTADO PLURINACIONAL DE BOLIVIA;3245;-34.59712269;-58.4879037;App BA 147;Masculino;Cerrado;07-05-2021;10:59:12
RECICLADO Y PROTECCIÓN AMBIENTAL;EVALUACIÓN AMBIENTAL;CONSULTA TÉCNICA SOBRE TRAMITES DE INSCRIPCIÓN EN EL REGISTRO DE ACTIVIDADES CATALOGADAS COMO POTENCIALMENTE CONTAMINANTES POR RUIDOS Y VIBRACIONES (RAC);SOLICITUD;01/04/2021;15:29:58;9;MATADEROS;PERON, EVA AV.;5983;-34.66410715;-58.48986902;GCS Web;Masculino;Cerrado;06-04-2021;11:06:47
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;01/04/2021;21:54:53;10;VILLA LURO;GUARDIA NACIONAL;18;-34.63857081;-58.5043638;App BA 147;Masculino;Cerrado;27-04-2021;16:44:30
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;01/04/2021;22:25:43;1;SAN TELMO;CHILE;416;-34.61605429;-58.37197323;App BA 147;Masculino;Cerrado;07-05-2021;11:01:32
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;01/04/2021;21:17:35;1;CONSTITUCION;ESTADOS UNIDOS;1658;-34.61896828;-58.38966374;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;01/04/2021;21:44:57;1;CONSTITUCION;ESTADOS UNIDOS;1658;-34.61896828;-58.38966374;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;01/04/2021;13:33:35;6;CABALLITO;NEUQUEN;520;-34.61599334;-58.43796147;GCS Web;Masculino;Cerrado;05-04-2021;10:37:43
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;02/04/2021;22:41:57;12;VILLA URQUIZA;SUCRE, ANTONIO JOSE DE, MCAL.;4300;-34.57462295;-58.47333379;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;02/04/2021;01:21:21;14;PALERMO;SERRANO;1557;-34.58896832;-58.43029389;GCS Web;Femenino;Cerrado;07-05-2021;11:09:07
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;02/04/2021;21:08:08;3;SAN CRISTOBAL;ALBERTI;1598;-34.62839454;-58.39988011;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;02/04/2021;15:20:30;4;BARRACAS;ANCHORIS;7;-34.63413936;-58.38948713;App BA 147;Masculino;Cerrado;29-04-2021;21:56:32
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;02/04/2021;01:01:43;13;NUÑEZ;DEL LIBERTADOR AV.;7501;-34.54392601;-58.46045179;App BA 147;Femenino;Cerrado;07-05-2021;11:05:19
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;02/04/2021;14:45:34;13;BELGRANO;SUCRE, ANTONIO JOSE DE, MCAL.;1612;-34.55944785;-58.44742513;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;02/04/2021;15:52:43;2;RECOLETA;LOPEZ, VICENTE;2233;-34.58741727;-58.39553118;GCS Web;Femenino;Cerrado;07-05-2021;11:06:39
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;02/04/2021;00:03:58;1;MONSERRAT;REPUBLICA BOLIVARIANA DE VENEZUELA;1427;-34.61455113;-58.38638024;App BA 147;Masculino;Cerrado;05-04-2021;11:42:51
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;02/04/2021;11:01:36;2;RECOLETA;PEÑA;;-34.58633313;-58.40452321;App BA 147;Femenino;Cerrado;06-04-2021;09:24:32
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/04/2021;12:35:44;11;VILLA SANTA RITA;EL DELTA;3165;-34.61029769;-58.48706383;GCS Web;Masculino;Cerrado;06-04-2021;00:14:44
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/04/2021;19:17:52;3;BALVANERA;SARMIENTO;3131;-34.60662393;-58.41046475;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/04/2021;15:30:39;8;VILLA LUGANO;GUIRALDES, RICARDO;3190;-34.66834094;-58.48087588;App BA 147;Femenino;Cerrado;03-04-2021;23:14:54
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/04/2021;23:09:38;5;ALMAGRO;GUARDIA VIEJA;3724;-34.60135228;-58.41672164;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/04/2021;12:17:01;13;NUÑEZ;ARRIBEÑOS;3304;-34.5473396;-58.4588977;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/04/2021;19:06:38;15;VILLA CRESPO;REPETTO, NICOLAS, DR.;;-34.60370871;-58.45353924;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/04/2021;10:05:31;15;CHACARITA;LACROZE, FEDERICO AV.;3580;-34.58134482;-58.45136498;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/04/2021;12:44:35;2;RECOLETA;SANCHEZ DE BUSTAMANTE;2317;-34.58620678;-58.40429901;App BA 147;Femenino;Cerrado;06-04-2021;13:03:16
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;04/04/2021;05:04:52;10;MONTE CASTRO;PAZ, MARCOS;2146;-34.61925616;-58.50326851;GCS Web;Femenino;Cerrado;04-04-2021;21:49:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;08:00:22;8;VILLA LUGANO;ESCALADA AV.;4531;-34.67840537;-58.45266146;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;15:00:25;14;PALERMO;SERRANO;1560;-34.5888863;-58.43056713;GCS Web;Femenino;Cerrado;06-04-2021;10:16:45
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;15:21:28;15;VILLA CRESPO;ARAOZ;984;-34.59584011;-58.43078632;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;19:10:50;15;AGRONOMIA;ESTADO PLURINACIONAL DE BOLIVIA;3245;-34.59712269;-58.4879037;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;10:14:53;6;CABALLITO;AVELLANEDA;1020;-34.61711578;-58.44498106;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;01:00:47;12;COGHLAN;NUÑEZ;3482;-34.55537809;-58.47677491;App BA 147;Masculino;Cerrado;06-04-2021;12:26:53
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;17:20:06;15;VILLA CRESPO;JUSTO, JUAN B. AV.;3501;-34.60148407;-58.45426475;GCS Web;Masculino;Cerrado;05-04-2021;13:36:12
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;19:01:48;11;VILLA DEVOTO;MELINCUE;4719;-34.61329993;-58.51131197;GCS Web;Femenino;Cerrado;05-04-2021;14:51:27
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;23:15:54;15;VILLA CRESPO;MURILLO;1082;-34.59743652;-58.4473871;App BA 147;Masculino;Cerrado;04-05-2021;10:24:38
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;19:31:35;15;PARQUE CHAS;MORLOTE;919;-34.58898297;-58.47336919;App BA 147;Femenino;Cerrado;05-04-2021;15:06:45
CALLES Y VEREDAS;OTROS;AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE;SOLICITUD;04/04/2021;01:06:51;1;SAN NICOLAS;ESMERALDA;705;-34.59993864;-58.37818427;GCS Web;Masculino;Cerrado;05-04-2021;10:57:08
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/04/2021;17:40:08;14;PALERMO;PARAGUAY;3899;-34.58983387;-58.41751132;GCS Web;Femenino;Cerrado;12-04-2021;22:18:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/04/2021;11:52:32;12;VILLA URQUIZA;LUGONES;3037;-34.56594846;-58.48404931;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/04/2021;11:21:35;14;PALERMO;GORRITI;5045;-34.58906998;-58.43160865;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/04/2021;19:21:43;11;VILLA DEVOTO;BAZURCO;3367;-34.58443073;-58.5132464;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/04/2021;00:19:26;14;PALERMO;GURRUCHAGA;1832;-34.58779913;-58.42694553;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/04/2021;15:24:48;1;SAN NICOLAS;TUCUMAN;963;-34.60129424;-58.38050045;GCS Web;Masculino;Cerrado;23-04-2021;06:33:56
